Comuna,Pacto,Partido,Tendencia,Independientes,Candidato,n_votos,perc_votos_comuna
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,0,0
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,2,0.000132205
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,2,0.000132205
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,2,0.000132205
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,0,0
CAUQUENES,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,8,0.000528821
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,1,6.61026E-05
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,1,6.61026E-05
CAUQUENES,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,6,0.000396616
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,4,0.00026441
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,3,0.000198308
CAUQUENES,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,5,0.000330513
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,15,0.000991539
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,1,6.61026E-05
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,1,6.61026E-05
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,14,0.000925436
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,16,0.001057641
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,16,0.001057641
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,5,0.000330513
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,2,0.000132205
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,2,0.000132205
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,1,6.61026E-05
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,1,6.61026E-05
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,2,0.000132205
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,6,0.000396616
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,0,0
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,1,6.61026E-05
CAUQUENES,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,16,0.001057641
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,0,0
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,7,0.000462718
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,8,0.000528821
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,4,0.00026441
CAUQUENES,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,10,0.000661026
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,29,0.001916975
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,3,0.000198308
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,1,6.61026E-05
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,10,0.000661026
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,26,0.001718667
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,22,0.001454257
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,1,6.61026E-05
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,1,6.61026E-05
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,3,0.000198308
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,0,0
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,0,0
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,4,0.00026441
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,4,0.00026441
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,3,0.000198308
CAUQUENES,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,10,0.000661026
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,0,0
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,7,0.000462718
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,5,0.000330513
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,1,6.61026E-05
CAUQUENES,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,9,0.000594923
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,14,0.000925436
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,0,0
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,1,6.61026E-05
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,9,0.000594923
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,18,0.001189847
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,16,0.001057641
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,4,0.00026441
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,1,6.61026E-05
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,2,0.000132205
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,3,0.000198308
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,1,6.61026E-05
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,5,0.000330513
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,0,0
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,0,0
CAUQUENES,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,15,0.000991539
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,0,0
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,12,0.000793231
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,18,0.001189847
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,2,0.000132205
CAUQUENES,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,10,0.000661026
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,37,0.002445796
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,3,0.000198308
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,1,6.61026E-05
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,5,0.000330513
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,28,0.001850873
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,34,0.002247488
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,0,0
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,0,0
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,1,6.61026E-05
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,2,0.000132205
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,1,6.61026E-05
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,3,0.000198308
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,0,0
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,0,0
CAUQUENES,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,7,0.000462718
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,0,0
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,7,0.000462718
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,8,0.000528821
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,8,0.000528821
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,22,0.001454257
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,1,6.61026E-05
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,0,0
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,9,0.000594923
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,19,0.001255949
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,20,0.001322052
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,4,0.00026441
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,2,0.000132205
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,1,6.61026E-05
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,1,6.61026E-05
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,1,6.61026E-05
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,3,0.000198308
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,8,0.000528821
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,3,0.000198308
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,0,0
CAUQUENES,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,18,0.001189847
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,0,0
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,1,6.61026E-05
CAUQUENES,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,18,0.001189847
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,12,0.000793231
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,3,0.000198308
CAUQUENES,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,14,0.000925436
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,21,0.001388154
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,2,0.000132205
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,2,0.000132205
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,13,0.000859334
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,26,0.001718667
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,33,0.002181386
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,ROLANDO  RENTERIA MOLLER,3,0.000198308
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,LORENA ARELLANO NAVARRO,1,6.61026E-05
CAUQUENES,POR TODO CHILE,PROGRESISTA,Concertación2,,MARIA VERONICA SAAVEDRA HENRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,SAMUEL ABELARDO JIMENEZ MORAGA,1,6.61026E-05
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PROGRESISTA,Concertación2,1,EUDALDO HERNAN GONZALEZ MANRIQUEZ,0,0
CAUQUENES,POR TODO CHILE,INDEPENDIENTE PAIS,Concertación2,1,ALEXANDER MITJAEW PANASEWITSCH,0,0
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,CARLOS ALBERTO TILLERIA GOMEZ,2,0.000132205
CAUQUENES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,Izquierda1,,LILIAN KARINA CANCINO HENRIQUEZ,3,0.000198308
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,NATALIA ALEJANDRA VILLALOBOS CAMPOS,1,6.61026E-05
CAUQUENES,FRENTE AMPLIO,HUMANISTA,Izquierda1,,SERGIO CARVAJAL CADIZ,1,6.61026E-05
CAUQUENES,SUMEMOS,INDEPENDIENTE CIUDADANOS,Concertación1,1,PAOLA ANDREA CABEZAS ZUÑIGA,7,0.000462718
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,GONZALO EDUARDO JARA ESPINOZA,0,0
CAUQUENES,SUMEMOS,CIUDADANOS,Concertación1,,ALVARO ANDRES ARRIETA LEIVA,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,SOCIALISTA DE CHILE,Concertación3,,JAIME  NARANJO ORTIZ,2,0.000132205
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,GUILLERMO ARTURO CERONI FUENTES,3,0.000198308
CAUQUENES,LA FUERZA DE LA MAYORIA,POR LA DEMOCRACIA,Concertación3,,MARIA ANTONIETA ROJAS GONZALEZ,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,RADICAL SOCIALDEMOCRATA,Concertación3,,FRANCISCA BASCUÑAN PEÑA,0,0
CAUQUENES,LA FUERZA DE LA MAYORIA,INDEPENDIENTE RADICAL SOCIALDEMOCRATA,Concertación3,1,RODOLFO  ARANDA VILLANUEVA,13,0.000859334
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,MANUEL JOSE MATTA ARAGAY,15,0.000991539
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,CLAUDIA ARAVENA LAGOS,0,0
CAUQUENES,CONVERGENCIA DEMOCRATICA,DEMOCRATA CRISTIANO,Concertación4,,PABLO GUTIERREZ PAREJA,2,0.000132205
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,FELIPE  CISTERNAS SOBARZO,11,0.000727129
CAUQUENES,CHILE VAMOS,RENOVACION NACIONAL,Derecha1,,ALEJANDRA RAMIREZ VERDUGO,20,0.001322052
CAUQUENES,CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,Derecha1,,IGNACIO URRUTIA BONILLA,12,0.000793231
